w_min,w_max,type,x,m,y,mean_error_y_est,analysis,ymetric
50,100,altstrobes,13,60,29.32339999999999,-,altstrobes-analysis,p_match
50,100,altstrobes,14,60,29.2003,-,altstrobes-analysis,p_match
50,100,randstrobes,15,60,29.0919,-,altstrobes-analysis,p_match
50,100,k-mers,0.0,60,22.99339999999999,-,mixedstrobes-analysis,p_match
50,100,mixed-randstrobes,0.1,60,24.742799999999995,-,mixedstrobes-analysis,p_match
50,100,mixed-randstrobes,0.2,60,25.987800000000004,-,mixedstrobes-analysis,p_match
50,100,mixed-randstrobes,0.3,60,26.91949999999999,-,mixedstrobes-analysis,p_match
50,100,mixed-randstrobes,0.4,60,27.650700000000004,-,mixedstrobes-analysis,p_match
50,100,mixed-randstrobes,0.5,60,28.2341,-,mixedstrobes-analysis,p_match
50,100,mixed-randstrobes,0.6,60,28.7343,-,mixedstrobes-analysis,p_match
50,100,mixed-randstrobes,0.7,60,29.098000000000003,-,mixedstrobes-analysis,p_match
50,100,mixed-randstrobes,0.8,60,29.35380000000001,-,mixedstrobes-analysis,p_match
50,100,mixed-randstrobes,0.9,60,29.4095,-,mixedstrobes-analysis,p_match
50,100,randstrobes,1.0,60,29.0919,-,mixedstrobes-analysis,p_match
